2025-07-26 12:58:30,177 - INFO - Using device: cuda
2025-07-26 12:58:30,177 - INFO - Is CUDA available? True
2025-07-26 12:58:30,178 - INFO - CUDA device count: 1
2025-07-26 12:58:30,179 - INFO - Current CUDA device: 0
2025-07-26 12:58:30,180 - INFO - CUDA device name: NVIDIA GeForce GTX 1660 SUPER
2025-07-26 12:58:30,180 - INFO - Loading data from HDF5 file: C:\Users\User\Projects\talbot\src\training\supervised\v5_historic_input_channels\data\all_chess_data.h5
2025-07-26 12:58:32,731 - INFO - Total dataset size: 29192564 samples
2025-07-26 12:58:32,731 - INFO - Training set size: 28024862 samples (54737 batches)
2025-07-26 12:58:32,731 - INFO - Validation set size: 1167702 samples (2281 batches)
2025-07-26 12:58:32,732 - INFO - Checkpoints will be saved to: C:\Users\User\Projects\talbot\src\training\supervised\v5_historic_input_channels\model
2025-07-26 12:58:33,107 - INFO - Model initialized:
2025-07-26 12:58:33,108 - INFO - ChessAIModel(
  (initial_conv): Conv2d(68, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (initial_bn): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (residual_blocks): ModuleList(
    (0-8): 9 x ResidualBlock(
      (conv1): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (bn1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (dropout_conv): Identity()
      (conv2): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (bn2): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
    (9-19): 11 x ResidualBlock(
      (conv1): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (bn1): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
      (dropout_conv): Dropout2d(p=0.1, inplace=False)
      (conv2): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (bn2): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    )
  )
  (policy_conv): Conv2d(128, 2, kernel_size=(1, 1), stride=(1, 1), bias=False)
  (policy_bn): BatchNorm2d(2, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (policy_fc): Linear(in_features=128, out_features=4672, bias=True)
  (value_conv): Conv2d(128, 1, kernel_size=(1, 1), stride=(1, 1), bias=False)
  (value_bn): BatchNorm2d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (value_fc1): Linear(in_features=64, out_features=64, bias=True)
  (dropout_fc): Dropout(p=0.25, inplace=False)
  (value_fc2): Linear(in_features=64, out_features=1, bias=True)
)
2025-07-26 12:58:34,653 - INFO - Using CosineAnnealingLR with T_max=656844 (steps), eta_min=1e-05
2025-07-26 12:58:34,653 - INFO - Resuming training from checkpoint: C:\Users\User\Projects\talbot\src\training\supervised\v5_historic_input_channels\model\chess_ai_model_epoch_4.pth
2025-07-26 12:58:34,788 - INFO - Scheduler state loaded from checkpoint.
2025-07-26 12:58:34,788 - INFO - Loaded best validation loss: 2.1702
2025-07-26 12:58:34,788 - INFO - Resumed training. Last completed epoch: 3. Next epoch to run: 4
2025-07-26 12:58:34,788 - INFO - 
Starting training from epoch 5 for 12 total epochs...
2025-07-26 12:58:50,189 - INFO - Epoch 5, Batch 0: P_Loss=1.6792, V_Loss=0.0756, T_Loss=2.0574, LR=0.000100, GPU Xfer: 4.47ms, FW: 612.21ms, BW: 172.78ms, Total Batch Time: 860.95ms
2025-07-26 12:59:23,082 - INFO - Epoch 5, Batch 100: P_Loss=1.7370, V_Loss=0.0631, T_Loss=2.0525, LR=0.000100, GPU Xfer: 0.97ms, FW: 76.55ms, BW: 118.54ms, Total Batch Time: 200.88ms
2025-07-26 12:59:56,037 - INFO - Epoch 5, Batch 200: P_Loss=1.7032, V_Loss=0.0696, T_Loss=2.0514, LR=0.000100, GPU Xfer: 1.07ms, FW: 76.40ms, BW: 118.58ms, Total Batch Time: 200.30ms
2025-07-26 13:00:29,123 - INFO - Epoch 5, Batch 300: P_Loss=1.6918, V_Loss=0.0528, T_Loss=1.9560, LR=0.000100, GPU Xfer: 0.96ms, FW: 76.68ms, BW: 118.46ms, Total Batch Time: 200.94ms
2025-07-26 13:01:02,061 - INFO - Epoch 5, Batch 400: P_Loss=1.7994, V_Loss=0.0627, T_Loss=2.1126, LR=0.000100, GPU Xfer: 0.98ms, FW: 76.35ms, BW: 118.22ms, Total Batch Time: 200.34ms
2025-07-26 13:01:35,346 - INFO - Epoch 5, Batch 500: P_Loss=1.8102, V_Loss=0.0668, T_Loss=2.1441, LR=0.000100, GPU Xfer: 1.02ms, FW: 76.86ms, BW: 119.01ms, Total Batch Time: 201.96ms
2025-07-26 13:02:08,569 - INFO - Epoch 5, Batch 600: P_Loss=1.7215, V_Loss=0.0598, T_Loss=2.0204, LR=0.000100, GPU Xfer: 0.97ms, FW: 76.89ms, BW: 118.41ms, Total Batch Time: 201.06ms
2025-07-26 13:02:41,960 - INFO - Epoch 5, Batch 700: P_Loss=1.8222, V_Loss=0.0642, T_Loss=2.1434, LR=0.000100, GPU Xfer: 0.98ms, FW: 80.56ms, BW: 119.03ms, Total Batch Time: 205.40ms
2025-07-26 13:03:14,517 - INFO - Epoch 5, Batch 800: P_Loss=1.7348, V_Loss=0.0546, T_Loss=2.0078, LR=0.000100, GPU Xfer: 1.00ms, FW: 80.37ms, BW: 118.64ms, Total Batch Time: 204.46ms
2025-07-26 13:03:47,106 - INFO - Epoch 5, Batch 900: P_Loss=1.7038, V_Loss=0.0653, T_Loss=2.0305, LR=0.000100, GPU Xfer: 0.93ms, FW: 80.88ms, BW: 119.00ms, Total Batch Time: 205.83ms
2025-07-26 13:04:20,496 - INFO - Epoch 5, Batch 1000: P_Loss=1.7189, V_Loss=0.0873, T_Loss=2.1553, LR=0.000100, GPU Xfer: 0.97ms, FW: 79.98ms, BW: 118.40ms, Total Batch Time: 203.35ms
2025-07-26 13:04:53,931 - INFO - Epoch 5, Batch 1100: P_Loss=1.6860, V_Loss=0.0635, T_Loss=2.0034, LR=0.000100, GPU Xfer: 0.98ms, FW: 80.82ms, BW: 118.96ms, Total Batch Time: 205.48ms
2025-07-26 13:05:27,077 - INFO - Epoch 5, Batch 1200: P_Loss=1.6644, V_Loss=0.0711, T_Loss=2.0198, LR=0.000100, GPU Xfer: 0.95ms, FW: 80.54ms, BW: 118.78ms, Total Batch Time: 204.50ms
2025-07-26 13:06:00,423 - INFO - Epoch 5, Batch 1300: P_Loss=1.7829, V_Loss=0.0576, T_Loss=2.0710, LR=0.000100, GPU Xfer: 0.91ms, FW: 80.86ms, BW: 118.41ms, Total Batch Time: 204.89ms
2025-07-26 13:06:33,444 - INFO - Epoch 5, Batch 1400: P_Loss=1.6790, V_Loss=0.0628, T_Loss=1.9931, LR=0.000100, GPU Xfer: 0.99ms, FW: 80.35ms, BW: 118.91ms, Total Batch Time: 204.32ms
2025-07-26 13:07:06,367 - INFO - Epoch 5, Batch 1500: P_Loss=1.7744, V_Loss=0.0652, T_Loss=2.1003, LR=0.000100, GPU Xfer: 0.98ms, FW: 81.36ms, BW: 118.95ms, Total Batch Time: 206.57ms
2025-07-26 13:07:39,400 - INFO - Epoch 5, Batch 1600: P_Loss=1.8518, V_Loss=0.0545, T_Loss=2.1244, LR=0.000100, GPU Xfer: 1.00ms, FW: 81.06ms, BW: 118.34ms, Total Batch Time: 205.31ms
2025-07-26 13:08:12,522 - INFO - Epoch 5, Batch 1700: P_Loss=1.7543, V_Loss=0.0707, T_Loss=2.1081, LR=0.000100, GPU Xfer: 0.96ms, FW: 80.80ms, BW: 118.70ms, Total Batch Time: 204.95ms
2025-07-26 13:08:46,089 - INFO - Epoch 5, Batch 1800: P_Loss=1.6630, V_Loss=0.0630, T_Loss=1.9778, LR=0.000100, GPU Xfer: 0.93ms, FW: 81.14ms, BW: 118.48ms, Total Batch Time: 205.32ms
2025-07-26 13:09:19,215 - INFO - Epoch 5, Batch 1900: P_Loss=1.7062, V_Loss=0.0652, T_Loss=2.0324, LR=0.000100, GPU Xfer: 1.01ms, FW: 78.67ms, BW: 117.48ms, Total Batch Time: 201.59ms
2025-07-26 13:09:52,173 - INFO - Epoch 5, Batch 2000: P_Loss=1.6919, V_Loss=0.0671, T_Loss=2.0273, LR=0.000100, GPU Xfer: 1.01ms, FW: 78.36ms, BW: 117.89ms, Total Batch Time: 202.37ms
2025-07-26 13:10:25,411 - INFO - Epoch 5, Batch 2100: P_Loss=1.7011, V_Loss=0.0482, T_Loss=1.9421, LR=0.000099, GPU Xfer: 0.99ms, FW: 78.40ms, BW: 117.64ms, Total Batch Time: 202.13ms
2025-07-26 13:10:58,098 - INFO - Epoch 5, Batch 2200: P_Loss=1.7393, V_Loss=0.0584, T_Loss=2.0316, LR=0.000099, GPU Xfer: 0.99ms, FW: 78.47ms, BW: 117.81ms, Total Batch Time: 201.39ms
2025-07-26 13:11:31,008 - INFO - Epoch 5, Batch 2300: P_Loss=1.8411, V_Loss=0.0650, T_Loss=2.1660, LR=0.000099, GPU Xfer: 0.99ms, FW: 78.46ms, BW: 117.41ms, Total Batch Time: 201.29ms
2025-07-26 13:12:04,364 - INFO - Epoch 5, Batch 2400: P_Loss=1.6698, V_Loss=0.0586, T_Loss=1.9627, LR=0.000099, GPU Xfer: 1.01ms, FW: 78.37ms, BW: 117.33ms, Total Batch Time: 201.70ms
2025-07-26 13:12:37,378 - INFO - Epoch 5, Batch 2500: P_Loss=1.7832, V_Loss=0.0742, T_Loss=2.1542, LR=0.000099, GPU Xfer: 1.02ms, FW: 78.53ms, BW: 117.15ms, Total Batch Time: 200.57ms
2025-07-26 13:13:09,793 - INFO - Epoch 5, Batch 2600: P_Loss=1.7395, V_Loss=0.0858, T_Loss=2.1682, LR=0.000099, GPU Xfer: 0.97ms, FW: 78.55ms, BW: 117.25ms, Total Batch Time: 200.83ms
2025-07-26 13:13:42,733 - INFO - Epoch 5, Batch 2700: P_Loss=1.8217, V_Loss=0.0582, T_Loss=2.1125, LR=0.000099, GPU Xfer: 0.97ms, FW: 78.44ms, BW: 117.74ms, Total Batch Time: 202.15ms
2025-07-26 13:14:15,550 - INFO - Epoch 5, Batch 2800: P_Loss=1.7560, V_Loss=0.0592, T_Loss=2.0523, LR=0.000099, GPU Xfer: 0.96ms, FW: 78.47ms, BW: 117.47ms, Total Batch Time: 201.94ms
2025-07-26 13:14:47,701 - INFO - Epoch 5, Batch 2900: P_Loss=1.7838, V_Loss=0.0557, T_Loss=2.0623, LR=0.000099, GPU Xfer: 0.96ms, FW: 78.51ms, BW: 117.45ms, Total Batch Time: 201.51ms
2025-07-26 13:15:20,799 - INFO - Epoch 5, Batch 3000: P_Loss=1.8481, V_Loss=0.0617, T_Loss=2.1569, LR=0.000099, GPU Xfer: 1.12ms, FW: 78.46ms, BW: 117.42ms, Total Batch Time: 200.89ms
2025-07-26 13:15:53,912 - INFO - Epoch 5, Batch 3100: P_Loss=1.7351, V_Loss=0.0546, T_Loss=2.0083, LR=0.000099, GPU Xfer: 0.93ms, FW: 78.41ms, BW: 117.87ms, Total Batch Time: 204.45ms
2025-07-26 13:16:26,713 - INFO - Epoch 5, Batch 3200: P_Loss=1.8202, V_Loss=0.0524, T_Loss=2.0821, LR=0.000099, GPU Xfer: 0.98ms, FW: 78.61ms, BW: 117.45ms, Total Batch Time: 201.99ms
2025-07-26 13:16:59,603 - INFO - Epoch 5, Batch 3300: P_Loss=1.6541, V_Loss=0.0712, T_Loss=2.0101, LR=0.000099, GPU Xfer: 0.96ms, FW: 78.46ms, BW: 117.79ms, Total Batch Time: 201.30ms
2025-07-26 13:17:32,560 - INFO - Epoch 5, Batch 3400: P_Loss=1.7185, V_Loss=0.0630, T_Loss=2.0334, LR=0.000099, GPU Xfer: 0.98ms, FW: 78.24ms, BW: 117.18ms, Total Batch Time: 200.60ms
2025-07-26 13:18:05,560 - INFO - Epoch 5, Batch 3500: P_Loss=1.8238, V_Loss=0.0576, T_Loss=2.1119, LR=0.000099, GPU Xfer: 0.98ms, FW: 78.57ms, BW: 117.42ms, Total Batch Time: 201.98ms
2025-07-26 13:18:38,433 - INFO - Epoch 5, Batch 3600: P_Loss=1.6420, V_Loss=0.0563, T_Loss=1.9236, LR=0.000099, GPU Xfer: 0.95ms, FW: 78.35ms, BW: 117.45ms, Total Batch Time: 200.77ms
2025-07-26 13:19:11,230 - INFO - Epoch 5, Batch 3700: P_Loss=1.7199, V_Loss=0.0651, T_Loss=2.0453, LR=0.000099, GPU Xfer: 0.94ms, FW: 78.29ms, BW: 117.26ms, Total Batch Time: 200.35ms
2025-07-26 13:19:43,550 - INFO - Epoch 5, Batch 3800: P_Loss=1.8902, V_Loss=0.0596, T_Loss=2.1881, LR=0.000099, GPU Xfer: 1.02ms, FW: 78.63ms, BW: 117.79ms, Total Batch Time: 202.29ms
2025-07-26 13:20:16,253 - INFO - Epoch 5, Batch 3900: P_Loss=1.7668, V_Loss=0.0652, T_Loss=2.0928, LR=0.000099, GPU Xfer: 0.98ms, FW: 78.81ms, BW: 117.65ms, Total Batch Time: 201.68ms
2025-07-26 13:20:49,423 - INFO - Epoch 5, Batch 4000: P_Loss=1.5878, V_Loss=0.0719, T_Loss=1.9474, LR=0.000099, GPU Xfer: 0.95ms, FW: 78.30ms, BW: 116.98ms, Total Batch Time: 201.37ms
2025-07-26 13:21:22,202 - INFO - Epoch 5, Batch 4100: P_Loss=1.7054, V_Loss=0.0661, T_Loss=2.0359, LR=0.000099, GPU Xfer: 0.93ms, FW: 79.08ms, BW: 117.60ms, Total Batch Time: 201.38ms
2025-07-26 13:21:54,867 - INFO - Epoch 5, Batch 4200: P_Loss=1.7867, V_Loss=0.0707, T_Loss=2.1400, LR=0.000099, GPU Xfer: 0.98ms, FW: 78.38ms, BW: 117.24ms, Total Batch Time: 201.46ms
2025-07-26 13:22:27,114 - INFO - Epoch 5, Batch 4300: P_Loss=1.8761, V_Loss=0.0600, T_Loss=2.1760, LR=0.000099, GPU Xfer: 1.00ms, FW: 78.58ms, BW: 117.53ms, Total Batch Time: 201.93ms
2025-07-26 13:22:59,252 - INFO - Epoch 5, Batch 4400: P_Loss=1.7678, V_Loss=0.0660, T_Loss=2.0976, LR=0.000099, GPU Xfer: 0.98ms, FW: 78.97ms, BW: 117.42ms, Total Batch Time: 202.21ms
2025-07-26 13:23:32,026 - INFO - Epoch 5, Batch 4500: P_Loss=1.8256, V_Loss=0.0604, T_Loss=2.1276, LR=0.000099, GPU Xfer: 0.99ms, FW: 78.59ms, BW: 117.55ms, Total Batch Time: 201.65ms
2025-07-26 13:24:04,988 - INFO - Epoch 5, Batch 4600: P_Loss=1.8035, V_Loss=0.0643, T_Loss=2.1248, LR=0.000099, GPU Xfer: 0.93ms, FW: 78.68ms, BW: 117.72ms, Total Batch Time: 201.47ms
2025-07-26 13:24:37,611 - INFO - Epoch 5, Batch 4700: P_Loss=1.7784, V_Loss=0.0667, T_Loss=2.1118, LR=0.000099, GPU Xfer: 0.96ms, FW: 78.42ms, BW: 118.25ms, Total Batch Time: 201.42ms
2025-07-26 13:25:10,421 - INFO - Epoch 5, Batch 4800: P_Loss=1.8181, V_Loss=0.0620, T_Loss=2.1283, LR=0.000099, GPU Xfer: 0.99ms, FW: 78.83ms, BW: 118.18ms, Total Batch Time: 202.62ms
2025-07-26 13:25:42,427 - INFO - Epoch 5, Batch 4900: P_Loss=1.6520, V_Loss=0.0607, T_Loss=1.9553, LR=0.000099, GPU Xfer: 1.01ms, FW: 78.66ms, BW: 117.68ms, Total Batch Time: 201.43ms
2025-07-26 13:26:14,902 - INFO - Epoch 5, Batch 5000: P_Loss=1.7097, V_Loss=0.0645, T_Loss=2.0321, LR=0.000099, GPU Xfer: 0.98ms, FW: 78.59ms, BW: 118.17ms, Total Batch Time: 202.32ms
2025-07-26 13:26:47,176 - INFO - Epoch 5, Batch 5100: P_Loss=1.7442, V_Loss=0.0567, T_Loss=2.0278, LR=0.000099, GPU Xfer: 1.00ms, FW: 78.55ms, BW: 117.33ms, Total Batch Time: 202.04ms
2025-07-26 13:27:20,059 - INFO - Epoch 5, Batch 5200: P_Loss=1.8576, V_Loss=0.0555, T_Loss=2.1351, LR=0.000099, GPU Xfer: 0.95ms, FW: 78.09ms, BW: 117.37ms, Total Batch Time: 201.20ms
2025-07-26 13:27:53,015 - INFO - Epoch 5, Batch 5300: P_Loss=1.8235, V_Loss=0.0688, T_Loss=2.1675, LR=0.000099, GPU Xfer: 0.99ms, FW: 78.88ms, BW: 118.02ms, Total Batch Time: 203.07ms
2025-07-26 13:28:25,634 - INFO - Epoch 5, Batch 5400: P_Loss=1.7425, V_Loss=0.0712, T_Loss=2.0983, LR=0.000099, GPU Xfer: 0.94ms, FW: 78.91ms, BW: 118.23ms, Total Batch Time: 202.95ms
2025-07-26 13:28:58,922 - INFO - Epoch 5, Batch 5500: P_Loss=1.7240, V_Loss=0.0744, T_Loss=2.0962, LR=0.000099, GPU Xfer: 1.03ms, FW: 78.33ms, BW: 118.23ms, Total Batch Time: 201.61ms
2025-07-26 13:29:31,642 - INFO - Epoch 5, Batch 5600: P_Loss=1.7406, V_Loss=0.0546, T_Loss=2.0136, LR=0.000099, GPU Xfer: 0.95ms, FW: 78.61ms, BW: 117.89ms, Total Batch Time: 202.00ms
2025-07-26 13:30:04,836 - INFO - Epoch 5, Batch 5700: P_Loss=1.8905, V_Loss=0.0543, T_Loss=2.1620, LR=0.000099, GPU Xfer: 1.00ms, FW: 78.64ms, BW: 117.56ms, Total Batch Time: 202.15ms
2025-07-26 13:30:37,956 - INFO - Epoch 5, Batch 5800: P_Loss=1.7481, V_Loss=0.0495, T_Loss=1.9958, LR=0.000099, GPU Xfer: 0.97ms, FW: 78.49ms, BW: 117.20ms, Total Batch Time: 200.99ms
2025-07-26 13:31:11,113 - INFO - Epoch 5, Batch 5900: P_Loss=1.7078, V_Loss=0.0529, T_Loss=1.9723, LR=0.000099, GPU Xfer: 0.98ms, FW: 78.55ms, BW: 117.78ms, Total Batch Time: 201.38ms
2025-07-26 13:31:44,128 - INFO - Epoch 5, Batch 6000: P_Loss=1.8471, V_Loss=0.0614, T_Loss=2.1543, LR=0.000098, GPU Xfer: 0.98ms, FW: 78.13ms, BW: 117.82ms, Total Batch Time: 201.81ms
2025-07-26 13:32:17,226 - INFO - Epoch 5, Batch 6100: P_Loss=1.6741, V_Loss=0.0592, T_Loss=1.9702, LR=0.000098, GPU Xfer: 1.16ms, FW: 78.69ms, BW: 117.85ms, Total Batch Time: 201.88ms
2025-07-26 13:32:50,308 - INFO - Epoch 5, Batch 6200: P_Loss=1.7984, V_Loss=0.0603, T_Loss=2.0996, LR=0.000098, GPU Xfer: 0.94ms, FW: 78.47ms, BW: 117.65ms, Total Batch Time: 202.00ms
2025-07-26 13:33:23,321 - INFO - Epoch 5, Batch 6300: P_Loss=1.7514, V_Loss=0.0609, T_Loss=2.0558, LR=0.000098, GPU Xfer: 0.99ms, FW: 78.86ms, BW: 118.01ms, Total Batch Time: 203.21ms
2025-07-26 13:33:56,621 - INFO - Epoch 5, Batch 6400: P_Loss=1.6550, V_Loss=0.0496, T_Loss=1.9029, LR=0.000098, GPU Xfer: 0.98ms, FW: 78.55ms, BW: 117.48ms, Total Batch Time: 202.15ms
2025-07-26 13:34:29,556 - INFO - Epoch 5, Batch 6500: P_Loss=1.6675, V_Loss=0.0630, T_Loss=1.9827, LR=0.000098, GPU Xfer: 0.98ms, FW: 78.01ms, BW: 116.97ms, Total Batch Time: 200.99ms
2025-07-26 13:35:02,646 - INFO - Epoch 5, Batch 6600: P_Loss=1.8553, V_Loss=0.0619, T_Loss=2.1646, LR=0.000098, GPU Xfer: 0.93ms, FW: 78.25ms, BW: 117.32ms, Total Batch Time: 201.36ms
2025-07-26 13:35:34,797 - INFO - Epoch 5, Batch 6700: P_Loss=1.8532, V_Loss=0.0639, T_Loss=2.1726, LR=0.000098, GPU Xfer: 0.98ms, FW: 78.87ms, BW: 117.47ms, Total Batch Time: 202.31ms
2025-07-26 13:36:07,072 - INFO - Epoch 5, Batch 6800: P_Loss=1.7966, V_Loss=0.0818, T_Loss=2.2055, LR=0.000098, GPU Xfer: 0.95ms, FW: 78.63ms, BW: 117.25ms, Total Batch Time: 200.69ms
2025-07-26 13:36:39,763 - INFO - Epoch 5, Batch 6900: P_Loss=1.7895, V_Loss=0.0582, T_Loss=2.0807, LR=0.000098, GPU Xfer: 1.05ms, FW: 78.72ms, BW: 118.24ms, Total Batch Time: 202.25ms
2025-07-26 13:37:11,837 - INFO - Epoch 5, Batch 7000: P_Loss=1.7756, V_Loss=0.0677, T_Loss=2.1142, LR=0.000098, GPU Xfer: 0.98ms, FW: 78.25ms, BW: 118.27ms, Total Batch Time: 201.83ms
2025-07-26 13:37:44,935 - INFO - Epoch 5, Batch 7100: P_Loss=1.7687, V_Loss=0.0639, T_Loss=2.0880, LR=0.000098, GPU Xfer: 0.98ms, FW: 78.70ms, BW: 118.23ms, Total Batch Time: 203.12ms
2025-07-26 13:38:18,088 - INFO - Epoch 5, Batch 7200: P_Loss=1.7503, V_Loss=0.0644, T_Loss=2.0723, LR=0.000098, GPU Xfer: 0.95ms, FW: 78.38ms, BW: 117.97ms, Total Batch Time: 202.37ms
2025-07-26 13:38:51,116 - INFO - Epoch 5, Batch 7300: P_Loss=1.7582, V_Loss=0.0604, T_Loss=2.0602, LR=0.000098, GPU Xfer: 1.00ms, FW: 78.70ms, BW: 117.44ms, Total Batch Time: 200.97ms
2025-07-26 13:39:24,213 - INFO - Epoch 5, Batch 7400: P_Loss=1.8062, V_Loss=0.0737, T_Loss=2.1746, LR=0.000098, GPU Xfer: 1.18ms, FW: 78.56ms, BW: 117.90ms, Total Batch Time: 202.79ms
2025-07-26 13:39:56,888 - INFO - Epoch 5, Batch 7500: P_Loss=1.6579, V_Loss=0.0713, T_Loss=2.0145, LR=0.000098, GPU Xfer: 0.96ms, FW: 78.46ms, BW: 117.84ms, Total Batch Time: 201.97ms
